6.225517475868160489e+01,1.730519815629325668e-09,1.600467611204572649e-01,6.749030495980064270e-02,3.255215202722382128e-02,-9.772324491481526598e-01,-3.125461163154543698e-01,9.142956141782898616e-01
6.225517475868160489e+01,1.730519815629325668e-09,1.600467611204572649e-01,6.749030495980064270e-02,3.255215202722382128e-02,-9.772324491481526598e-01,-3.125461163154543698e-01,9.142956141782898616e-01
6.258929313887229284e+01,1.745333910014465171e-09,1.608522838783049969e-01,6.786680912933665266e-02,3.228571986339179994e-02,-9.557765519398654375e-01,-2.313680950693797200e-01,9.157728565243153929e-01
6.258929313887229284e+01,1.745333910014465171e-09,1.608522838783049969e-01,6.786680912933665266e-02,3.228571986339179994e-02,-9.557765519398654375e-01,-2.313680950693797200e-01,9.157728565243153929e-01
6.258929313887229284e+01,1.745333910014465171e-09,1.608522838783049969e-01,6.786680912933665266e-02,3.228571986339179994e-02,-9.557765519398654375e-01,-2.313680950693797200e-01,9.157728565243153929e-01
6.258929313887229284e+01,1.745333910014465171e-09,1.608522838783049969e-01,6.786680912933665266e-02,3.228571986339179994e-02,-9.557765519398654375e-01,-2.313680950693797200e-01,9.157728565243153929e-01
6.352283042659097845e+01,1.756305150608992920e-09,1.613682180250263776e-01,6.742160413066908276e-02,3.182074497760259413e-02,-9.794344224053368464e-01,-3.027778212956885873e-01,9.119695762695849695e-01
6.352283042659097845e+01,1.756305150608992920e-09,1.613682180250263776e-01,6.742160413066908276e-02,3.182074497760259413e-02,-9.794344224053368464e-01,-3.027778212956885873e-01,9.119695762695849695e-01
6.352283042659097845e+01,1.756305150608992920e-09,1.613682180250263776e-01,6.742160413066908276e-02,3.182074497760259413e-02,-9.794344224053368464e-01,-3.027778212956885873e-01,9.119695762695849695e-01
6.439795757755882732e+01,1.760529449080105210e-09,1.618916622355308366e-01,6.781542649406323287e-02,3.161030957606860564e-02,-1.002602674918948500e+00,-2.983628356640962154e-01,9.053772713405670025e-01
6.439795757755882732e+01,1.760529449080105210e-09,1.618916622355308366e-01,6.781542649406323287e-02,3.161030957606860564e-02,-1.002602674918948500e+00,-2.983628356640962154e-01,9.053772713405670025e-01
6.439795757755882732e+01,1.760529449080105210e-09,1.618916622355308366e-01,6.781542649406323287e-02,3.161030957606860564e-02,-1.002602674918948500e+00,-2.983628356640962154e-01,9.053772713405670025e-01
6.415362289642357041e+01,1.767338133830783187e-09,1.600185227169703406e-01,6.813654402853344672e-02,3.120255185877820331e-02,-1.027575686543746869e+00,-1.929671371593960905e-01,9.110826518710573030e-01
6.346428149911650962e+01,1.768039093734977002e-09,1.574359993405140268e-01,6.795069117587813901e-02,3.124445735397244142e-02,-1.014182216779321077e+00,-4.598791993795803279e-02,9.110583187904560676e-01
6.346428149911650962e+01,1.768039093734977002e-09,1.574359993405140268e-01,6.795069117587813901e-02,3.124445735397244142e-02,-1.014182216779321077e+00,-4.598791993795803279e-02,9.110583187904560676e-01
6.346428149911650962e+01,1.768039093734977002e-09,1.574359993405140268e-01,6.795069117587813901e-02,3.124445735397244142e-02,-1.014182216779321077e+00,-4.598791993795803279e-02,9.110583187904560676e-01
6.346428149911650962e+01,1.768039093734977002e-09,1.574359993405140268e-01,6.795069117587813901e-02,3.124445735397244142e-02,-1.014182216779321077e+00,-4.598791993795803279e-02,9.110583187904560676e-01
6.252941691593787255e+01,1.767819588450206435e-09,1.555849313980494364e-01,6.851538501651473212e-02,3.073284448008140046e-02,-9.907175750866912267e-01,-1.711606466054350906e-01,9.119534409422276333e-01
6.252941691593787255e+01,1.767819588450206435e-09,1.555849313980494364e-01,6.851538501651473212e-02,3.073284448008140046e-02,-9.907175750866912267e-01,-1.711606466054350906e-01,9.119534409422276333e-01
6.252941691593787255e+01,1.767819588450206435e-09,1.555849313980494364e-01,6.851538501651473212e-02,3.073284448008140046e-02,-9.907175750866912267e-01,-1.711606466054350906e-01,9.119534409422276333e-01
6.252941691593787255e+01,1.767819588450206435e-09,1.555849313980494364e-01,6.851538501651473212e-02,3.073284448008140046e-02,-9.907175750866912267e-01,-1.711606466054350906e-01,9.119534409422276333e-01
6.252941691593787255e+01,1.767819588450206435e-09,1.555849313980494364e-01,6.851538501651473212e-02,3.073284448008140046e-02,-9.907175750866912267e-01,-1.711606466054350906e-01,9.119534409422276333e-01
6.215590242408448063e+01,1.766082462728650221e-09,1.527368663852358144e-01,6.832249207894179610e-02,3.066543243568411320e-02,-9.799640180961378677e-01,-3.090482607938181969e-01,9.182502793770391802e-01
6.216306070863450373e+01,1.758953208956256100e-09,1.499026317378133188e-01,6.806687510622422277e-02,3.040023838559399380e-02,-9.775758549396684760e-01,-3.981348092085209012e-01,9.205568679126361342e-01
6.302165455809234373e+01,1.762248365443719993e-09,1.480305072422360979e-01,6.854322892182626581e-02,3.063342842755554379e-02,-9.544663706369934664e-01,-3.639142938981014264e-01,9.203733330517326339e-01
6.302165455809234373e+01,1.762248365443719993e-09,1.480305072422360979e-01,6.854322892182626581e-02,3.063342842755554379e-02,-9.544663706369934664e-01,-3.639142938981014264e-01,9.203733330517326339e-01
6.302165455809234373e+01,1.762248365443719993e-09,1.480305072422360979e-01,6.854322892182626581e-02,3.063342842755554379e-02,-9.544663706369934664e-01,-3.639142938981014264e-01,9.203733330517326339e-01
6.302165455809234373e+01,1.762248365443719993e-09,1.480305072422360979e-01,6.854322892182626581e-02,3.063342842755554379e-02,-9.544663706369934664e-01,-3.639142938981014264e-01,9.203733330517326339e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.263993894264812212e+01,1.772116321333325215e-09,1.486597701765706991e-01,6.872233253797541130e-02,3.101925141056103771e-02,-9.607824950852759116e-01,-4.141063591639570496e-01,9.138331025397394836e-01
6.353997709459690668e+01,1.771219585753218798e-09,1.477816074010342151e-01,6.819666426181106300e-02,3.052926675177952687e-02,-9.742541173535774757e-01,-2.871992183427226619e-01,9.114430019684310880e-01
6.399837497985286205e+01,1.776188052444066052e-09,1.502014886988721765e-01,6.749209640119571696e-02,3.002153745471808008e-02,-9.733992519872110005e-01,-3.755071775373944876e-01,9.162682817653888812e-01
