8.002423457474996837e+01,2.236461511370365982e-09,1.751065690433036837e-01,5.371710469463734927e-02,2.350146115882115888e-02,-9.961896285387203953e-01,7.287529768158922394e-01
7.978269765159267024e+01,2.250139858027887728e-09,1.733841900259737168e-01,5.387471788783673721e-02,2.360090298651269097e-02,-1.007175432199722387e+00,7.259396674865877808e-01
7.898697878174405673e+01,2.251151721490222367e-09,1.750915120268603242e-01,5.402356982235905630e-02,2.318234970021866570e-02,-9.896904281895384514e-01,7.271270628919640489e-01
7.898697878174405673e+01,2.251151721490222367e-09,1.750915120268603242e-01,5.402356982235905630e-02,2.318234970021866570e-02,-9.896904281895384514e-01,7.271270628919640489e-01
7.893286764087622487e+01,2.254984075536599569e-09,1.751682203414872685e-01,5.410980118528997684e-02,2.343457347621077935e-02,-9.807678443653679023e-01,7.343713917089574883e-01
7.893286764087622487e+01,2.254984075536599569e-09,1.751682203414872685e-01,5.410980118528997684e-02,2.343457347621077935e-02,-9.807678443653679023e-01,7.343713917089574883e-01
7.893286764087622487e+01,2.254984075536599569e-09,1.751682203414872685e-01,5.410980118528997684e-02,2.343457347621077935e-02,-9.807678443653679023e-01,7.343713917089574883e-01
7.807774112852865755e+01,2.254545326025108797e-09,1.745148256053708491e-01,5.413376478157076732e-02,2.342905814169902318e-02,-9.763376539187588188e-01,7.398371880182179616e-01
7.807774112852865755e+01,2.254545326025108797e-09,1.745148256053708491e-01,5.413376478157076732e-02,2.342905814169902318e-02,-9.763376539187588188e-01,7.398371880182179616e-01
7.807774112852865755e+01,2.254545326025108797e-09,1.745148256053708491e-01,5.413376478157076732e-02,2.342905814169902318e-02,-9.763376539187588188e-01,7.398371880182179616e-01
7.807774112852865755e+01,2.254545326025108797e-09,1.745148256053708491e-01,5.413376478157076732e-02,2.342905814169902318e-02,-9.763376539187588188e-01,7.398371880182179616e-01
7.762133773627837741e+01,2.246071962449093532e-09,1.757369714708260089e-01,5.432210803243843478e-02,2.296065253453038330e-02,-9.917227876004102161e-01,7.447873823372536117e-01
7.762133773627837741e+01,2.246071962449093532e-09,1.757369714708260089e-01,5.432210803243843478e-02,2.296065253453038330e-02,-9.917227876004102161e-01,7.447873823372536117e-01
7.762133773627837741e+01,2.246071962449093532e-09,1.757369714708260089e-01,5.432210803243843478e-02,2.296065253453038330e-02,-9.917227876004102161e-01,7.447873823372536117e-01
7.762133773627837741e+01,2.246071962449093532e-09,1.757369714708260089e-01,5.432210803243843478e-02,2.296065253453038330e-02,-9.917227876004102161e-01,7.447873823372536117e-01
7.677036202331392190e+01,2.244168047583579109e-09,1.740849442098076627e-01,5.464914081101950732e-02,2.349702611662803781e-02,-9.845837799780420285e-01,7.421059963503184864e-01
7.669753541789562234e+01,2.250939443792102059e-09,1.722752291546498227e-01,5.427649006592374231e-02,2.337129660750997262e-02,-9.986649096662644221e-01,7.453096068273465935e-01
7.669753541789562234e+01,2.250939443792102059e-09,1.722752291546498227e-01,5.427649006592374231e-02,2.337129660750997262e-02,-9.986649096662644221e-01,7.453096068273465935e-01
