6.015083706765127403e+01,2.158936466661895043e-09,9.571001453796607050e-02,4.948286365725974856e-02,1.490552018630248755e-02,-1.346101435193966189e+00,9.704360524025708035e-01
6.015083706765127403e+01,2.158936466661895043e-09,9.571001453796607050e-02,4.948286365725974856e-02,1.490552018630248755e-02,-1.346101435193966189e+00,9.704360524025708035e-01
6.015083706765127403e+01,2.158936466661895043e-09,9.571001453796607050e-02,4.948286365725974856e-02,1.490552018630248755e-02,-1.346101435193966189e+00,9.704360524025708035e-01
6.015083706765127403e+01,2.158936466661895043e-09,9.571001453796607050e-02,4.948286365725974856e-02,1.490552018630248755e-02,-1.346101435193966189e+00,9.704360524025708035e-01
5.926065964357070470e+01,2.173485488660506810e-09,9.774185644514425675e-02,4.945091395519390226e-02,1.467595195508129662e-02,-1.357609095671526545e+00,9.718752012724485301e-01
5.926065964357070470e+01,2.173485488660506810e-09,9.774185644514425675e-02,4.945091395519390226e-02,1.467595195508129662e-02,-1.357609095671526545e+00,9.718752012724485301e-01
5.926065964357070470e+01,2.173485488660506810e-09,9.774185644514425675e-02,4.945091395519390226e-02,1.467595195508129662e-02,-1.357609095671526545e+00,9.718752012724485301e-01
5.926065964357070470e+01,2.173485488660506810e-09,9.774185644514425675e-02,4.945091395519390226e-02,1.467595195508129662e-02,-1.357609095671526545e+00,9.718752012724485301e-01
5.926065964357070470e+01,2.173485488660506810e-09,9.774185644514425675e-02,4.945091395519390226e-02,1.467595195508129662e-02,-1.357609095671526545e+00,9.718752012724485301e-01
5.972527694141831489e+01,2.175922284854155871e-09,9.953649714277632010e-02,4.976933926150587523e-02,1.441614671469224410e-02,-1.342547567304357869e+00,9.782381082981448372e-01
5.968842382495804344e+01,2.173256730218683922e-09,1.019975104276402839e-01,5.005170373778919379e-02,1.422504123201927435e-02,-1.319723797831729994e+00,9.803290352565041665e-01
5.968842382495804344e+01,2.173256730218683922e-09,1.019975104276402839e-01,5.005170373778919379e-02,1.422504123201927435e-02,-1.319723797831729994e+00,9.803290352565041665e-01
6.011809425981217458e+01,2.169851713235916779e-09,1.038363493766287643e-01,5.039405078420938766e-02,1.461310749824118287e-02,-1.340529305238201685e+00,9.741904444599138735e-01
6.011809425981217458e+01,2.169851713235916779e-09,1.038363493766287643e-01,5.039405078420938766e-02,1.461310749824118287e-02,-1.340529305238201685e+00,9.741904444599138735e-01
6.011809425981217458e+01,2.169851713235916779e-09,1.038363493766287643e-01,5.039405078420938766e-02,1.461310749824118287e-02,-1.340529305238201685e+00,9.741904444599138735e-01
6.102534161056583173e+01,2.175280264686653438e-09,1.048684824703003671e-01,5.056333238907356753e-02,1.445040401693267751e-02,-1.319569489295523645e+00,9.801946295695023181e-01
6.187155153515212902e+01,2.164068437479673765e-09,1.056325746840223456e-01,5.020345219417125804e-02,1.477217341596583598e-02,-1.296203718239217872e+00,9.798888834419893223e-01
6.187155153515212902e+01,2.164068437479673765e-09,1.056325746840223456e-01,5.020345219417125804e-02,1.477217341596583598e-02,-1.296203718239217872e+00,9.798888834419893223e-01
6.246099433747210838e+01,2.167036774935731996e-09,1.068994544071733971e-01,5.040477155941897741e-02,1.428633668204702147e-02,-1.278739058257357897e+00,9.729963273168648064e-01
6.312059530868202728e+01,2.178434380469001444e-09,1.073597661831021538e-01,5.069726839002861724e-02,1.480012713867774783e-02,-1.295400600965917359e+00,9.764573385341990264e-01
6.312059530868202728e+01,2.178434380469001444e-09,1.073597661831021538e-01,5.069726839002861724e-02,1.480012713867774783e-02,-1.295400600965917359e+00,9.764573385341990264e-01
